,Начальные запасы воды в ОТЧ.РЕГ.                                                       тыс.ст.м3,Ср. насыщенность нефти,Ср. давление в резервуаре [wpv]                                                         бар абс.,Ошибка материального баланса для компонента WATER                                             кг,Ср. давление в резервуаре [whc]                                                         бар абс.,Текущие запасы воды в ОТЧ.РЕГ.                                                         тыс.ст.м3,Текущая масса компонента WATER                                                            млн.кг,MBERRCTRL,Текущие подвижные запасы воды в ОТЧ.РЕГ.                                               тыс.ст.м3,Закачка компонента WATER                                                                      кг,Начальные запасы летучей нефти в ОТЧ.РЕГ.                                                  ст.м3,Объём воды (пл.усл.)                                                                тыс.пласт.м3,Поровый объём при P(ref)                                                            тыс.пласт.м3,TOLVARNEWT,Характеристики,Ср. насыщенность воды,Поровый объём (пл.усл.)                                                             тыс.пласт.м3,MBERRLIM,Закачка компонента OIL                                                                        кг,MINNEWTIT,Начальные подвижные запасы воды в ОТЧ.РЕГ.                                             тыс.ст.м3,Текущие запасы летучей нефти в ОТЧ.РЕГ.                                                    ст.м3,Поток компонента через границу региона OIL                                                    кг,Начальная масса компонента WATER                                                          млн.кг,Добыча компонента OIL                                                                         кг,TOLLIN,Коэффициент извлечения нефти (КИН)                                                             %,CHECKP,Ошибка материального баланса для компонента OIL                                               кг,no.,Поток компонента через границу региона WATER                                                  кг,Добыча компонента WATER                                                                       кг
94,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0001,0.00,2.0,0.00,94,0.00,0.00
95,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0001,0.00,2.0,0.00,95,0.00,0.00
96,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0001,0.00,2.0,0.00,96,0.00,0.00
97,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0001,0.00,2.0,0.00,97,0.00,0.00
98,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0001,0.00,2.0,0.00,98,0.00,0.00
99,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0001,0.00,2.0,0.00,99,0.00,0.00
100,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0001,0.00,2.0,0.00,100,0.00,0.00
101,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,101,0.00,0.00
102,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,102,0.00,0.00
103,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,103,0.00,0.00
104,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,104,0.00,0.00
105,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,105,0.00,0.00
106,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,106,0.00,0.00
107,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,107,0.00,0.00
108,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,108,0.00,0.00
109,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,109,0.00,0.00
110,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,110,0.00,0.00
111,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,111,0.00,0.00
112,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,112,0.00,0.00
113,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,113,0.00,0.00
114,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,114,0.00,0.00
115,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,115,0.00,0.00
116,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,116,0.00,0.00
117,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,117,0.00,0.00
118,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,118,0.00,0.00
119,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,119,0.00,0.00
120,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,120,0.00,0.00
121,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,121,0.00,0.00
122,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,122,0.00,0.00
123,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,123,0.00,0.00
124,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,124,0.00,0.00
125,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,125,0.00,0.00
126,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,126,0.00,0.00
127,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,127,0.00,0.00
128,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,128,0.00,0.00
129,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,129,0.00,0.00
130,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,130,0.00,0.00
131,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,131,0.00,0.00
132,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,132,0.00,0.00
133,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,133,0.00,0.00
134,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,134,0.00,0.00
135,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,135,0.00,0.00
136,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,136,0.00,0.00
137,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,137,0.00,0.00
138,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,138,0.00,0.00
139,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,139,0.00,0.00
140,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,140,0.00,0.00
141,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,141,0.00,0.00
142,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,142,0.00,0.00
143,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,143,0.00,0.00
144,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,144,0.00,0.00
145,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,145,0.00,0.00
146,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,146,0.00,0.00
147,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,147,0.00,0.00
148,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,148,0.00,0.00
149,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,149,0.00,0.00
150,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,150,0.00,0.00
151,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,151,0.00,0.00
152,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,152,0.00,0.00
153,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,153,0.00,0.00
154,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,154,0.00,0.00
155,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,155,0.00,0.00
156,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,156,0.00,0.00
157,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,157,0.00,0.00
158,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,158,0.00,0.00
159,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,159,0.00,0.00
160,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,160,0.00,0.00
161,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,161,0.00,0.00
162,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,162,0.00,0.00
163,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,163,0.00,0.00
164,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,164,0.00,0.00
165,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,165,0.00,0.00
166,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,166,0.00,0.00
167,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,167,0.00,0.00
168,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,168,0.00,0.00
169,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,169,0.00,0.00
170,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,170,0.00,0.00
171,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,171,0.00,0.00
172,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,172,0.00,0.00
173,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,173,0.00,0.00
174,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,174,0.00,0.00
175,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,175,0.00,0.00
176,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,176,0.00,0.00
177,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,177,0.00,0.00
178,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,178,0.00,0.00
179,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,179,0.00,0.00
180,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,2.0,0.00,180,0.00,0.00
181,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,181,0.00,0.00
182,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,182,0.00,0.00
183,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,183,0.00,0.00
184,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,184,0.00,0.00
185,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,185,0.00,0.00
186,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,186,0.00,0.00
187,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,0.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.0005,0.00,1.0,0.00,187,0.00,0.00
