,MBERRCTRL,TOLVARNEWT,Ошибка материального баланса для компонента WATER                                             кг,MBERRLIM,Ср. давление в резервуаре [wpv]                                                         бар абс.,Текущие запасы воды в ОТЧ.РЕГ.                                                         тыс.ст.м3,Начальная масса компонента WATER                                                          млн.кг,Текущие запасы летучей нефти в ОТЧ.РЕГ.                                                    ст.м3,Текущая масса компонента WATER                                                            млн.кг,CHECKP,Начальные запасы летучей нефти в ОТЧ.РЕГ.                                                  ст.м3,Поровый объём при P(ref)                                                            тыс.пласт.м3,Поток компонента через границу региона WATER                                                  кг,MINNEWTIT,Характеристики,Коэффициент извлечения нефти (КИН)                                                             %,Ср. давление в резервуаре [whc]                                                         бар абс.,Начальные запасы воды в ОТЧ.РЕГ.                                                       тыс.ст.м3,Объём воды (пл.усл.)                                                                тыс.пласт.м3,TOLLIN,no.,Поровый объём (пл.усл.)                                                             тыс.пласт.м3,Начальные подвижные запасы воды в ОТЧ.РЕГ.                                             тыс.ст.м3,Ошибка материального баланса для компонента OIL                                               кг,num_blocks,Поток компонента через границу региона OIL                                                    кг,Текущие подвижные запасы воды в ОТЧ.РЕГ.                                               тыс.ст.м3,Ср. насыщенность нефти,Ср. насыщенность воды
0,,,-14608.47,,389.01,12295.06,14193.06,0.00,14188.50,,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,,0,14336.85,9635.40,17213.79,58,0.00,9632.19,0.124696,0.875211
1,1e-07,1e-05,-18.22,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,1,14336.84,9635.40,3.66,58,0.00,9632.18,0.124699,0.875211
2,1e-07,1e-05,-26.74,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,2,14336.84,9635.40,2.80,58,0.00,9632.18,0.124699,0.875211
3,1e-06,1e-05,-18.22,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,3,14336.84,9635.40,3.66,58,0.00,9632.18,0.124699,0.875211
4,1e-06,1e-05,-26.74,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,4,14336.84,9635.40,2.80,58,0.00,9632.18,0.124699,0.875211
5,1e-05,1e-05,-18.22,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,5,14336.84,9635.40,3.66,58,0.00,9632.18,0.124699,0.875211
6,1e-05,1e-05,-26.74,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,6,14336.84,9635.40,2.80,58,0.00,9632.18,0.124699,0.875211
7,0.0001,1e-05,-18.22,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,7,14336.84,9635.40,3.66,58,0.00,9632.18,0.124699,0.875211
8,0.0001,1e-05,-26.74,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,8,14336.84,9635.40,2.80,58,0.00,9632.18,0.124699,0.875211
9,0.001,1e-05,-18.22,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,9,14336.84,9635.40,3.66,58,0.00,9632.18,0.124699,0.875211
10,0.001,1e-05,-26.74,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,10,14336.84,9635.40,2.80,58,0.00,9632.18,0.124699,0.875211
11,1e-07,1e-05,-1.95,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,11,14336.84,9635.40,1.46,58,0.00,9632.18,0.124699,0.875211
12,1e-07,1e-05,-31.17,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,12,14336.84,9635.40,1.16,58,0.00,9632.18,0.124699,0.875211
13,1e-06,1e-05,9.95,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,13,14336.84,9635.40,1.82,58,0.00,9632.18,0.124699,0.875211
14,1e-06,1e-05,3.39,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,14,14336.84,9635.40,2.96,58,0.00,9632.18,0.124699,0.875211
15,1e-05,1e-05,9.95,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,15,14336.84,9635.40,1.82,58,0.00,9632.18,0.124699,0.875211
16,1e-05,1e-05,3.39,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,16,14336.84,9635.40,2.96,58,0.00,9632.18,0.124699,0.875211
17,0.0001,1e-05,9.95,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,17,14336.84,9635.40,1.82,58,0.00,9632.18,0.124699,0.875211
18,0.0001,1e-05,3.39,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,18,14336.84,9635.40,2.96,58,0.00,9632.18,0.124699,0.875211
19,0.001,1e-05,9.95,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,19,14336.84,9635.40,1.82,58,0.00,9632.18,0.124699,0.875211
20,0.001,1e-05,3.39,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,20,14336.84,9635.40,2.96,58,0.00,9632.18,0.124699,0.875211
21,1e-07,0.0001,-109.91,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,21,14336.84,9635.40,-24.53,58,0.00,9632.18,0.124699,0.875211
22,1e-07,0.0001,62.57,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,22,14336.84,9635.40,21.04,58,0.00,9632.18,0.124699,0.875211
23,1e-06,0.0001,151.49,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,23,14336.84,9635.40,752.59,58,0.00,9632.18,0.124699,0.875211
24,1e-06,0.0001,118.89,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,24,14336.84,9635.40,801.65,58,0.00,9632.18,0.124699,0.875211
25,1e-05,0.0001,148.95,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,25,14336.84,9635.40,978.74,58,0.00,9632.18,0.124698,0.875211
26,1e-05,0.0001,138.26,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,26,14336.84,9635.40,1147.03,58,0.00,9632.18,0.124698,0.875211
27,0.0001,0.0001,140.50,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,27,14336.84,9635.40,1038.46,58,0.00,9632.18,0.124699,0.875211
28,0.0001,0.0001,173.28,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,28,14336.84,9635.40,1197.82,58,0.00,9632.18,0.124699,0.875211
29,0.001,0.0001,140.50,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,29,14336.84,9635.40,1038.46,58,0.00,9632.18,0.124699,0.875211
30,0.001,0.0001,173.28,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,30,14336.84,9635.40,1197.82,58,0.00,9632.18,0.124699,0.875211
31,1e-07,0.0001,69.49,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,31,14336.84,9635.40,0.12,58,0.00,9632.18,0.124699,0.875211
32,1e-07,0.0001,30.31,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,32,14336.84,9635.40,3.79,58,0.00,9632.18,0.124699,0.875211
33,1e-06,0.0001,99.90,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,33,14336.84,9635.40,1.49,58,0.00,9632.18,0.124699,0.875211
34,1e-06,0.0001,146.90,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,34,14336.84,9635.40,5.62,58,0.00,9632.18,0.124699,0.875211
35,1e-05,0.0001,67.54,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,35,14336.84,9635.40,-2.27,58,0.00,9632.18,0.124699,0.875211
36,1e-05,0.0001,76.27,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,36,14336.84,9635.40,2.26,58,0.00,9632.18,0.124699,0.875211
37,0.0001,0.0001,134.96,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,37,14336.84,9635.40,4.52,58,0.00,9632.18,0.124699,0.875211
38,0.0001,0.0001,126.73,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,38,14336.84,9635.40,6.04,58,0.00,9632.18,0.124699,0.875211
39,0.001,0.0001,134.96,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,39,14336.84,9635.40,4.52,58,0.00,9632.18,0.124699,0.875211
40,0.001,0.0001,126.73,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,40,14336.84,9635.40,6.04,58,0.00,9632.18,0.124699,0.875211
41,1e-07,0.001,-1003.52,0.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,41,14336.84,9635.40,22.09,58,0.00,9632.18,0.124699,0.875211
42,1e-07,0.001,-2007.28,0.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,42,14336.84,9635.40,180.78,58,0.00,9632.18,0.124699,0.875211
43,1e-06,0.001,-1241.63,0.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,43,14336.84,9635.40,460.17,58,0.00,9632.18,0.124699,0.875211
44,1e-06,0.001,-1768.09,0.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,44,14336.84,9635.40,635.59,58,0.00,9632.18,0.124699,0.875211
45,1e-05,0.001,-1022.14,0.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.74,12299.01,12547.75,0.0001,45,14336.84,9635.40,13134.75,58,0.00,9632.18,0.124696,0.875211
46,1e-05,0.001,-1749.19,0.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.74,12299.01,12547.76,0.0001,46,14336.84,9635.40,14513.75,58,0.00,9632.18,0.124696,0.875211
47,0.0001,0.001,1171.44,0.0,388.99,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.12,382.70,12299.01,12547.75,0.0001,47,14336.84,9635.40,123276.32,58,0.00,9632.18,0.124679,0.875211
48,0.0001,0.001,392.56,0.0,388.99,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.12,382.71,12299.01,12547.75,0.0001,48,14336.84,9635.40,123951.11,58,0.00,9632.18,0.124679,0.875211
49,0.001,0.001,1575.66,0.0,388.99,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.12,382.71,12299.01,12547.75,0.0001,49,14336.84,9635.40,133580.67,58,0.00,9632.18,0.124679,0.875211
50,0.001,0.001,876.35,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.12,382.71,12299.01,12547.75,0.0001,50,14336.84,9635.40,134735.12,58,0.00,9632.18,0.124679,0.875211
51,1e-07,0.001,-2007.43,0.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,51,14336.84,9635.40,-85.34,58,0.00,9632.18,0.124699,0.875211
52,1e-07,0.001,-832.88,0.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,52,14336.84,9635.40,-72.41,58,0.00,9632.18,0.124699,0.875211
53,1e-06,0.001,-2061.15,0.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,53,14336.84,9635.40,-15.24,58,0.00,9632.18,0.124699,0.875211
54,1e-06,0.001,-2441.51,0.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,54,14336.84,9635.40,-41.71,58,0.00,9632.18,0.124698,0.875211
55,1e-05,0.001,-1900.45,0.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,55,14336.84,9635.40,-76.34,58,0.00,9632.18,0.124698,0.875211
56,1e-05,0.001,-2616.11,0.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,56,14336.84,9635.40,-60.69,58,0.00,9632.18,0.124698,0.875211
57,0.0001,0.001,-1825.84,0.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,57,14336.84,9635.40,-23.97,58,0.00,9632.18,0.124699,0.875211
58,0.0001,0.001,-2114.23,0.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,58,14336.84,9635.40,-79.98,58,0.00,9632.18,0.124699,0.875211
59,0.001,0.001,-1809.72,0.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.76,12299.01,12547.76,0.0001,59,14336.84,9635.40,-382.78,58,0.00,9632.18,0.124700,0.875211
60,0.001,0.001,-2513.98,0.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.76,12299.01,12547.76,0.0001,60,14336.84,9635.40,-417.32,58,0.00,9632.18,0.124700,0.875211
61,1e-07,0.01,-1089.66,0.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,61,14336.84,9635.40,114.09,58,0.00,9632.18,0.124699,0.875211
62,1e-07,0.01,-2114.19,0.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,62,14336.84,9635.40,239.06,58,0.00,9632.18,0.124699,0.875211
63,1e-06,0.01,-1247.69,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.74,12299.01,12547.75,0.0001,63,14336.84,9635.40,4340.81,58,0.00,9632.18,0.124699,0.875211
64,1e-06,0.01,-2805.46,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.74,12299.01,12547.75,0.0001,64,14336.84,9635.40,3684.14,58,0.00,9632.18,0.124699,0.875211
65,1e-05,0.01,12129.86,0.0,388.99,12295.03,14193.06,0.00,14188.47,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.69,12299.01,12547.74,0.0001,65,14336.84,9635.40,16002.24,58,0.00,9632.17,0.124697,0.875210
66,1e-05,0.01,14901.57,0.0,388.99,12295.03,14193.06,0.00,14188.46,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.68,12299.01,12547.74,0.0001,66,14336.83,9635.40,19518.69,58,0.00,9632.17,0.124697,0.875210
67,0.0001,0.01,22791.65,0.0,388.98,12295.02,14193.06,0.00,14188.46,1.0,0.00,14335.76,0.00,,Месторождение,0.13,382.62,12299.01,12547.73,0.0001,67,14336.83,9635.40,190398.45,58,0.00,9632.17,0.124673,0.875210
68,0.0001,0.01,24229.11,0.0,388.98,12295.02,14193.06,0.00,14188.45,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.13,382.62,12299.01,12547.73,0.0001,68,14336.83,9635.40,191664.83,58,0.00,9632.16,0.124673,0.875210
69,0.001,0.01,18034.85,0.0,388.99,12295.03,14193.06,0.00,14188.46,1.0,0.00,14335.76,0.00,,Месторождение,0.13,382.62,12299.01,12547.73,0.0001,69,14336.83,9635.40,178180.24,58,0.00,9632.17,0.124670,0.875210
70,0.001,0.01,15844.23,0.0,388.99,12295.03,14193.06,0.00,14188.46,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.13,382.61,12299.01,12547.74,0.0001,70,14336.83,9635.40,199203.95,58,0.00,9632.17,0.124668,0.875210
71,1e-07,0.01,-1724.63,0.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,71,14336.84,9635.40,-165.86,58,0.00,9632.18,0.124698,0.875211
72,1e-07,0.01,-896.82,0.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,72,14336.84,9635.40,-101.14,58,0.00,9632.18,0.124699,0.875211
73,1e-06,0.01,6687.40,0.0,389.00,12295.04,14193.06,0.00,14188.47,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.72,12299.01,12547.74,0.0001,73,14336.84,9635.40,-342.13,58,0.00,9632.17,0.124700,0.875210
74,1e-06,0.01,1554.71,0.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.71,12299.01,12547.75,0.0001,74,14336.84,9635.40,213.04,58,0.00,9632.18,0.124699,0.875210
75,1e-05,0.01,16904.82,0.0,389.01,12295.03,14193.06,0.00,14188.46,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.70,12299.01,12547.73,0.0001,75,14336.85,9635.40,-13478.96,58,0.00,9632.18,0.124701,0.875208
76,1e-05,0.01,12376.38,0.0,389.02,12295.03,14193.06,0.00,14188.47,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.69,12299.01,12547.73,0.0001,76,14336.85,9635.40,-13979.13,58,0.00,9632.19,0.124701,0.875208
77,0.0001,0.01,16314.30,0.0,389.01,12295.03,14193.06,0.00,14188.46,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.70,12299.01,12547.73,0.0001,77,14336.85,9635.40,-13631.26,58,0.00,9632.18,0.124701,0.875208
78,0.0001,0.01,13310.36,0.0,389.02,12295.03,14193.06,0.00,14188.47,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.69,12299.01,12547.73,0.0001,78,14336.85,9635.40,-14190.37,58,0.00,9632.19,0.124701,0.875208
79,0.001,0.01,18378.76,0.0,389.01,12295.03,14193.06,0.00,14188.46,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.70,12299.01,12547.73,0.0001,79,14336.85,9635.40,-13789.98,58,0.00,9632.18,0.124702,0.875208
80,0.001,0.01,14415.29,0.0,389.02,12295.03,14193.06,0.00,14188.46,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.70,12299.01,12547.73,0.0001,80,14336.85,9635.40,-14388.06,58,0.00,9632.19,0.124702,0.875208
81,1e-07,0.1,-1089.66,0.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,81,14336.84,9635.40,114.09,58,0.00,9632.18,0.124699,0.875211
82,1e-07,0.1,-2114.19,0.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,82,14336.84,9635.40,239.06,58,0.00,9632.18,0.124699,0.875211
83,1e-06,0.1,-1247.69,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.74,12299.01,12547.75,0.0001,83,14336.84,9635.40,4340.81,58,0.00,9632.18,0.124699,0.875211
84,1e-06,0.1,-2805.46,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.74,12299.01,12547.75,0.0001,84,14336.84,9635.40,3684.14,58,0.00,9632.18,0.124699,0.875211
85,1e-05,0.1,13123.11,0.0,388.99,12295.03,14193.06,0.00,14188.46,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.69,12299.01,12547.74,0.0001,85,14336.83,9635.40,17851.56,58,0.00,9632.17,0.124697,0.875210
86,1e-05,0.1,14901.57,0.0,388.99,12295.03,14193.06,0.00,14188.46,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.68,12299.01,12547.74,0.0001,86,14336.83,9635.40,19518.69,58,0.00,9632.17,0.124697,0.875210
87,0.0001,0.1,22791.65,0.0,388.98,12295.02,14193.06,0.00,14188.46,1.0,0.00,14335.76,0.00,,Месторождение,0.13,382.62,12299.01,12547.73,0.0001,87,14336.83,9635.40,190398.45,58,0.00,9632.17,0.124673,0.875210
88,0.0001,0.1,24229.11,0.0,388.98,12295.02,14193.06,0.00,14188.45,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.13,382.62,12299.01,12547.73,0.0001,88,14336.83,9635.40,191664.83,58,0.00,9632.16,0.124673,0.875210
89,0.001,0.1,17006.11,0.0,388.99,12295.03,14193.06,0.00,14188.46,1.0,0.00,14335.76,0.00,,Месторождение,0.13,382.62,12299.01,12547.73,0.0001,89,14336.83,9635.40,411274.33,58,0.00,9632.17,0.124667,0.875210
90,0.001,0.1,15913.52,0.0,388.99,12295.03,14193.06,0.00,14188.46,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.13,382.63,12299.01,12547.74,0.0001,90,14336.83,9635.40,411972.94,58,0.00,9632.17,0.124667,0.875210
91,1e-07,0.1,-1724.63,0.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,91,14336.84,9635.40,-165.86,58,0.00,9632.18,0.124698,0.875211
92,1e-07,0.1,-896.82,0.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,92,14336.84,9635.40,-101.14,58,0.00,9632.18,0.124699,0.875211
93,1e-06,0.1,9547.01,0.0,389.00,12295.03,14193.06,0.00,14188.47,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.72,12299.01,12547.74,0.0001,93,14336.84,9635.40,-470.35,58,0.00,9632.17,0.124700,0.875210
94,1e-06,0.1,3879.32,0.0,389.00,12295.04,14193.06,0.00,14188.47,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.72,12299.01,12547.74,0.0001,94,14336.84,9635.40,86.60,58,0.00,9632.18,0.124699,0.875210
95,1e-05,0.1,8757.95,0.0,389.01,12295.03,14193.06,0.00,14188.47,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.71,12299.01,12547.73,0.0001,95,14336.85,9635.40,-11467.45,58,0.00,9632.19,0.124701,0.875209
96,1e-05,0.1,1429.36,0.0,389.02,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.71,12299.01,12547.74,0.0001,96,14336.85,9635.40,-12210.01,58,0.00,9632.20,0.124701,0.875209
97,0.0001,0.1,2974.08,0.0,389.02,12295.04,14193.06,0.00,14188.47,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.72,12299.01,12547.74,0.0001,97,14336.85,9635.40,-13338.20,58,0.00,9632.19,0.124701,0.875209
98,0.0001,0.1,1139.73,0.0,389.02,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.72,12299.01,12547.74,0.0001,98,14336.86,9635.40,-14100.58,58,0.00,9632.20,0.124701,0.875209
99,0.001,0.1,1901.97,0.0,389.02,12295.04,14193.06,0.00,14188.47,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.72,12299.01,12547.74,0.0001,99,14336.85,9635.40,-13761.44,58,0.00,9632.19,0.124701,0.875209
100,0.001,0.1,6525.09,0.0,389.02,12295.03,14193.06,0.00,14188.47,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.71,12299.01,12547.73,0.0001,100,14336.85,9635.40,-14484.00,58,0.00,9632.19,0.124701,0.875209
101,1e-07,1e-05,-28.36,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,101,14336.84,9635.40,5.02,58,0.00,9632.18,0.124699,0.875211
102,1e-07,1e-05,-19.22,0.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,102,14336.84,9635.40,4.85,58,0.00,9632.18,0.124699,0.875211
