,MBERRCTRL,TOLVARNEWT,Ошибка материального баланса для компонента WATER                                             кг,MBERRLIM,Ср. давление в резервуаре [wpv]                                                         бар абс.,Текущие запасы воды в ОТЧ.РЕГ.                                                         тыс.ст.м3,Начальная масса компонента WATER                                                          млн.кг,Текущие запасы летучей нефти в ОТЧ.РЕГ.                                                    ст.м3,Текущая масса компонента WATER                                                            млн.кг,CHECKP,Начальные запасы летучей нефти в ОТЧ.РЕГ.                                                  ст.м3,Поровый объём при P(ref)                                                            тыс.пласт.м3,Поток компонента через границу региона WATER                                                  кг,MINNEWTIT,Характеристики,Коэффициент извлечения нефти (КИН)                                                             %,Ср. давление в резервуаре [whc]                                                         бар абс.,Начальные запасы воды в ОТЧ.РЕГ.                                                       тыс.ст.м3,Объём воды (пл.усл.)                                                                тыс.пласт.м3,TOLLIN,no.,Поровый объём (пл.усл.)                                                             тыс.пласт.м3,Начальные подвижные запасы воды в ОТЧ.РЕГ.                                             тыс.ст.м3,Ошибка материального баланса для компонента OIL                                               кг,num_blocks,Поток компонента через границу региона OIL                                                    кг,Текущие подвижные запасы воды в ОТЧ.РЕГ.                                               тыс.ст.м3,Ср. насыщенность нефти,Ср. насыщенность воды
513,1e-06,1e-05,9.95,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,513,14336.84,9635.40,1.82,58,0.00,9632.18,0.124699,0.875211
514,1e-06,1e-05,3.39,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,514,14336.84,9635.40,2.96,58,0.00,9632.18,0.124699,0.875211
515,1e-05,1e-05,9.95,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,515,14336.84,9635.40,1.82,58,0.00,9632.18,0.124699,0.875211
516,1e-05,1e-05,3.39,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,516,14336.84,9635.40,2.96,58,0.00,9632.18,0.124699,0.875211
517,0.0001,1e-05,9.95,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,517,14336.84,9635.40,1.82,58,0.00,9632.18,0.124699,0.875211
518,0.0001,1e-05,3.39,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,518,14336.84,9635.40,2.96,58,0.00,9632.18,0.124699,0.875211
519,0.001,1e-05,9.95,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,519,14336.84,9635.40,1.82,58,0.00,9632.18,0.124699,0.875211
520,0.001,1e-05,3.39,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,520,14336.84,9635.40,2.96,58,0.00,9632.18,0.124699,0.875211
521,1e-07,0.0001,-109.91,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,521,14336.84,9635.40,-24.53,58,0.00,9632.18,0.124699,0.875211
522,1e-07,0.0001,62.57,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,522,14336.84,9635.40,21.04,58,0.00,9632.18,0.124699,0.875211
523,1e-06,0.0001,151.49,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,523,14336.84,9635.40,752.59,58,0.00,9632.18,0.124699,0.875211
524,1e-06,0.0001,118.89,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,524,14336.84,9635.40,801.65,58,0.00,9632.18,0.124699,0.875211
525,1e-05,0.0001,137.80,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,525,14336.84,9635.40,1599.57,58,0.00,9632.18,0.124699,0.875211
526,1e-05,0.0001,123.25,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,526,14336.84,9635.40,1654.16,58,0.00,9632.18,0.124699,0.875211
527,0.0001,0.0001,137.80,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,527,14336.84,9635.40,1599.57,58,0.00,9632.18,0.124699,0.875211
528,0.0001,0.0001,123.25,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,528,14336.84,9635.40,1654.16,58,0.00,9632.18,0.124699,0.875211
529,0.001,0.0001,137.80,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,529,14336.84,9635.40,1599.57,58,0.00,9632.18,0.124699,0.875211
530,0.001,0.0001,123.25,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,530,14336.84,9635.40,1654.16,58,0.00,9632.18,0.124699,0.875211
531,1e-07,0.0001,69.49,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,531,14336.84,9635.40,0.12,58,0.00,9632.18,0.124699,0.875211
532,1e-07,0.0001,30.31,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,532,14336.84,9635.40,3.79,58,0.00,9632.18,0.124699,0.875211
533,1e-06,0.0001,99.90,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,533,14336.84,9635.40,1.49,58,0.00,9632.18,0.124699,0.875211
534,1e-06,0.0001,146.90,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,534,14336.84,9635.40,5.62,58,0.00,9632.18,0.124699,0.875211
535,1e-05,0.0001,144.22,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,535,14336.84,9635.40,-19.95,58,0.00,9632.18,0.124698,0.875211
536,1e-05,0.0001,150.92,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,536,14336.84,9635.40,-16.30,58,0.00,9632.18,0.124698,0.875211
537,0.0001,0.0001,144.22,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,537,14336.84,9635.40,-19.95,58,0.00,9632.18,0.124698,0.875211
538,0.0001,0.0001,150.92,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,538,14336.84,9635.40,-16.30,58,0.00,9632.18,0.124698,0.875211
539,0.001,0.0001,144.22,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,539,14336.84,9635.40,-19.95,58,0.00,9632.18,0.124698,0.875211
540,0.001,0.0001,150.92,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,540,14336.84,9635.40,-16.30,58,0.00,9632.18,0.124698,0.875211
541,1e-07,0.001,-1003.52,2.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,541,14336.84,9635.40,22.09,58,0.00,9632.18,0.124699,0.875211
542,1e-07,0.001,-2007.28,2.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,542,14336.84,9635.40,180.78,58,0.00,9632.18,0.124699,0.875211
543,1e-06,0.001,-1241.63,2.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,543,14336.84,9635.40,460.17,58,0.00,9632.18,0.124699,0.875211
544,1e-06,0.001,-1768.09,2.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,544,14336.84,9635.40,635.59,58,0.00,9632.18,0.124699,0.875211
545,1e-05,0.001,-956.94,2.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.74,12299.01,12547.75,0.0001,545,14336.84,9635.40,18086.97,58,0.00,9632.18,0.124696,0.875211
546,1e-05,0.001,-1572.17,2.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.74,12299.01,12547.76,0.0001,546,14336.84,9635.40,18601.25,58,0.00,9632.18,0.124696,0.875211
547,0.0001,0.001,-320.44,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.73,12299.01,12547.75,0.0001,547,14336.84,9635.40,42326.47,58,0.00,9632.18,0.124692,0.875211
548,0.0001,0.001,-804.04,2.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.73,12299.01,12547.75,0.0001,548,14336.84,9635.40,43096.28,58,0.00,9632.18,0.124692,0.875211
549,0.001,0.001,78.36,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.12,382.73,12299.01,12547.75,0.0001,549,14336.84,9635.40,62675.96,58,0.00,9632.18,0.124690,0.875211
550,0.001,0.001,-916.93,2.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.12,382.73,12299.01,12547.75,0.0001,550,14336.84,9635.40,63646.65,58,0.00,9632.18,0.124689,0.875211
551,1e-07,0.001,-2007.43,2.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,551,14336.84,9635.40,-85.34,58,0.00,9632.18,0.124699,0.875211
552,1e-07,0.001,-832.88,2.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,552,14336.84,9635.40,-72.41,58,0.00,9632.18,0.124699,0.875211
553,1e-06,0.001,-2061.15,2.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,553,14336.84,9635.40,-15.24,58,0.00,9632.18,0.124699,0.875211
554,1e-06,0.001,-2441.51,2.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,554,14336.84,9635.40,-41.71,58,0.00,9632.18,0.124698,0.875211
555,1e-05,0.001,-1997.61,2.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,555,14336.84,9635.40,-46.56,58,0.00,9632.18,0.124699,0.875211
556,1e-05,0.001,-2461.07,2.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,556,14336.84,9635.40,-43.78,58,0.00,9632.18,0.124699,0.875211
557,0.0001,0.001,-1916.84,2.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,557,14336.84,9635.40,-120.35,58,0.00,9632.18,0.124699,0.875211
558,0.0001,0.001,-2561.50,2.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.76,12299.01,12547.76,0.0001,558,14336.84,9635.40,-117.04,58,0.00,9632.18,0.124699,0.875211
559,0.001,0.001,-1916.84,2.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,559,14336.84,9635.40,-120.35,58,0.00,9632.18,0.124699,0.875211
560,0.001,0.001,-2561.50,2.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.76,12299.01,12547.76,0.0001,560,14336.84,9635.40,-117.04,58,0.00,9632.18,0.124699,0.875211
561,1e-07,0.01,-1089.66,2.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,561,14336.84,9635.40,114.09,58,0.00,9632.18,0.124699,0.875211
562,1e-07,0.01,-2114.19,2.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,562,14336.84,9635.40,239.06,58,0.00,9632.18,0.124699,0.875211
563,1e-06,0.01,-1247.69,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.74,12299.01,12547.75,0.0001,563,14336.84,9635.40,4340.81,58,0.00,9632.18,0.124699,0.875211
564,1e-06,0.01,-2643.20,2.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.76,12299.01,12547.76,0.0001,564,14336.84,9635.40,2354.13,58,0.00,9632.18,0.124699,0.875211
565,1e-05,0.01,3.17,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.73,12299.01,12547.75,0.0001,565,14336.84,9635.40,31475.02,58,0.00,9632.18,0.124694,0.875210
566,1e-05,0.01,-415.52,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.73,12299.01,12547.75,0.0001,566,14336.84,9635.40,32903.17,58,0.00,9632.18,0.124694,0.875210
567,0.0001,0.01,14368.56,2.0,388.99,12295.03,14193.06,0.00,14188.46,1.0,0.00,14335.76,0.00,,Месторождение,0.12,382.66,12299.01,12547.74,0.0001,567,14336.83,9635.40,115700.27,58,0.00,9632.17,0.124683,0.875210
568,0.0001,0.01,2260.43,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.12,382.70,12299.01,12547.75,0.0001,568,14336.84,9635.40,115089.50,58,0.00,9632.18,0.124682,0.875210
569,0.001,0.01,5059.09,2.0,388.99,12295.04,14193.06,0.00,14188.47,1.0,0.00,14335.76,0.00,,Месторождение,0.13,382.65,12299.01,12547.75,0.0001,569,14336.83,9635.40,278463.02,58,0.00,9632.18,0.124664,0.875211
570,0.001,0.01,4831.77,2.0,388.99,12295.04,14193.06,0.00,14188.47,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.13,382.65,12299.01,12547.75,0.0001,570,14336.83,9635.40,278889.14,58,0.00,9632.18,0.124664,0.875211
571,1e-07,0.01,-1724.63,2.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,571,14336.84,9635.40,-165.86,58,0.00,9632.18,0.124698,0.875211
572,1e-07,0.01,-896.82,2.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,572,14336.84,9635.40,-101.14,58,0.00,9632.18,0.124699,0.875211
573,1e-06,0.01,-4680.42,2.0,389.00,12295.05,14193.06,0.00,14188.49,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,573,14336.84,9635.40,-262.74,58,0.00,9632.18,0.124699,0.875211
574,1e-06,0.01,-5257.68,2.0,389.00,12295.05,14193.06,0.00,14188.49,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,574,14336.84,9635.40,-229.17,58,0.00,9632.19,0.124699,0.875211
575,1e-05,0.01,22069.53,2.0,389.00,12295.02,14193.06,0.00,14188.46,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.72,12299.01,12547.73,0.0001,575,14336.84,9635.40,-8006.06,58,0.00,9632.17,0.124700,0.875209
576,1e-05,0.01,17307.59,2.0,389.00,12295.03,14193.06,0.00,14188.46,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.72,12299.01,12547.74,0.0001,576,14336.84,9635.40,-6258.16,58,0.00,9632.17,0.124700,0.875209
577,0.0001,0.01,5828.44,2.0,389.01,12295.04,14193.06,0.00,14188.47,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.74,12299.01,12547.74,0.0001,577,14336.85,9635.40,-10041.67,58,0.00,9632.19,0.124700,0.875210
578,0.0001,0.01,7880.65,2.0,389.01,12295.04,14193.06,0.00,14188.47,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.74,0.0001,578,14336.84,9635.40,-11154.44,58,0.00,9632.19,0.124700,0.875210
579,0.001,0.01,19982.95,2.0,389.00,12295.03,14193.06,0.00,14188.46,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.72,12299.01,12547.74,0.0001,579,14336.84,9635.40,-5588.39,58,0.00,9632.17,0.124700,0.875209
580,0.001,0.01,8848.56,2.0,389.00,12295.04,14193.06,0.00,14188.47,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.76,12299.01,12547.75,0.0001,580,14336.84,9635.40,-9256.73,58,0.00,9632.18,0.124700,0.875210
581,1e-07,0.1,-1089.66,2.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,581,14336.84,9635.40,114.09,58,0.00,9632.18,0.124699,0.875211
582,1e-07,0.1,-2114.19,2.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,582,14336.84,9635.40,239.06,58,0.00,9632.18,0.124699,0.875211
583,1e-06,0.1,-1247.69,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.74,12299.01,12547.75,0.0001,583,14336.84,9635.40,4340.81,58,0.00,9632.18,0.124699,0.875211
584,1e-06,0.1,-2643.20,2.0,389.00,12295.05,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.76,12299.01,12547.76,0.0001,584,14336.84,9635.40,2354.13,58,0.00,9632.18,0.124699,0.875211
585,1e-05,0.1,3954.57,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.73,12299.01,12547.75,0.0001,585,14336.84,9635.40,30095.12,58,0.00,9632.18,0.124695,0.875210
586,1e-05,0.1,3406.42,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.73,12299.01,12547.75,0.0001,586,14336.84,9635.40,31110.40,58,0.00,9632.18,0.124694,0.875210
587,0.0001,0.1,15899.51,2.0,388.99,12295.03,14193.06,0.00,14188.46,1.0,0.00,14335.76,0.00,,Месторождение,0.12,382.65,12299.01,12547.74,0.0001,587,14336.83,9635.40,117554.38,58,0.00,9632.17,0.124682,0.875210
588,0.0001,0.1,5884.01,2.0,389.00,12295.04,14193.06,0.00,14188.47,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.12,382.70,12299.01,12547.75,0.0001,588,14336.84,9635.40,113285.46,58,0.00,9632.18,0.124682,0.875210
589,0.001,0.1,9005.47,2.0,388.99,12295.04,14193.06,0.00,14188.47,1.0,0.00,14335.76,0.00,,Месторождение,0.13,382.65,12299.01,12547.74,0.0001,589,14336.83,9635.40,276712.38,58,0.00,9632.18,0.124664,0.875210
590,0.001,0.1,10076.33,2.0,388.99,12295.04,14193.06,0.00,14188.47,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.13,382.65,12299.01,12547.74,0.0001,590,14336.83,9635.40,277118.08,58,0.00,9632.18,0.124664,0.875210
591,1e-07,0.1,-1724.63,2.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,591,14336.84,9635.40,-165.86,58,0.00,9632.18,0.124698,0.875211
592,1e-07,0.1,-896.82,2.0,389.00,12295.05,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,592,14336.84,9635.40,-101.14,58,0.00,9632.18,0.124699,0.875211
593,1e-06,0.1,-4680.42,2.0,389.00,12295.05,14193.06,0.00,14188.49,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,593,14336.84,9635.40,-262.74,58,0.00,9632.18,0.124699,0.875211
594,1e-06,0.1,-5257.68,2.0,389.00,12295.05,14193.06,0.00,14188.49,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.76,0.0001,594,14336.84,9635.40,-229.17,58,0.00,9632.19,0.124699,0.875211
595,1e-05,0.1,22069.53,2.0,389.00,12295.02,14193.06,0.00,14188.46,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.72,12299.01,12547.73,0.0001,595,14336.84,9635.40,-8006.06,58,0.00,9632.17,0.124700,0.875209
596,1e-05,0.1,17307.59,2.0,389.00,12295.03,14193.06,0.00,14188.46,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.72,12299.01,12547.74,0.0001,596,14336.84,9635.40,-6258.16,58,0.00,9632.17,0.124700,0.875209
597,0.0001,0.1,8436.36,2.0,389.01,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0001,597,14336.85,9635.40,-14381.00,58,0.00,9632.19,0.124700,0.875209
598,0.0001,0.1,7880.65,2.0,389.01,12295.04,14193.06,0.00,14188.47,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.74,0.0001,598,14336.84,9635.40,-11154.44,58,0.00,9632.19,0.124700,0.875210
599,0.001,0.1,9804.28,2.0,389.01,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.74,0.0001,599,14336.85,9635.40,-13400.28,58,0.00,9632.19,0.124700,0.875209
600,0.001,0.1,8848.56,2.0,389.00,12295.04,14193.06,0.00,14188.47,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.76,12299.01,12547.75,0.0001,600,14336.84,9635.40,-9256.73,58,0.00,9632.18,0.124700,0.875210
601,1e-07,1e-05,-28.36,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,601,14336.84,9635.40,5.02,58,0.00,9632.18,0.124699,0.875211
602,1e-07,1e-05,-19.22,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,602,14336.84,9635.40,4.85,58,0.00,9632.18,0.124699,0.875211
603,1e-06,1e-05,-28.36,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,603,14336.84,9635.40,5.02,58,0.00,9632.18,0.124699,0.875211
604,1e-06,1e-05,-19.22,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,604,14336.84,9635.40,4.85,58,0.00,9632.18,0.124699,0.875211
605,1e-05,1e-05,-28.36,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,605,14336.84,9635.40,5.02,58,0.00,9632.18,0.124699,0.875211
606,1e-05,1e-05,-19.22,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,606,14336.84,9635.40,4.85,58,0.00,9632.18,0.124699,0.875211
607,0.0001,1e-05,-28.36,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,607,14336.84,9635.40,5.02,58,0.00,9632.18,0.124699,0.875211
608,0.0001,1e-05,-19.22,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,608,14336.84,9635.40,4.85,58,0.00,9632.18,0.124699,0.875211
609,0.001,1e-05,-28.36,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,609,14336.84,9635.40,5.02,58,0.00,9632.18,0.124699,0.875211
610,0.001,1e-05,-19.22,2.0,389.00,12295.04,14193.06,0.00,14188.48,1.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,610,14336.84,9635.40,4.85,58,0.00,9632.18,0.124699,0.875211
611,1e-07,1e-05,-117.49,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,611,14336.84,9635.40,2.46,58,0.00,9632.18,0.124699,0.875211
612,1e-07,1e-05,-32.61,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,612,14336.84,9635.40,4.40,58,0.00,9632.18,0.124699,0.875211
613,1e-06,1e-05,-54.23,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,613,14336.84,9635.40,1.36,58,0.00,9632.18,0.124699,0.875211
614,1e-06,1e-05,-75.66,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,0.0,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,614,14336.84,9635.40,1.69,58,0.00,9632.18,0.124699,0.875211
615,1e-05,1e-05,-54.23,2.0,389.00,12295.04,14193.06,0.00,14188.48,2.0,0.00,14335.76,0.00,,Месторождение,0.11,382.75,12299.01,12547.75,0.0005,615,14336.84,9635.40,1.36,58,0.00,9632.18,0.124699,0.875211
